"Età","Sesso","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"95","Femmine","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0"
"95","Totale","0","1","0","0","0","1","0","1","1","0","0","1","1","0","0","1","0","0"
"96","Maschi","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"96","Femmine","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0"
"96","Totale","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0"
"97","Maschi","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"97","Femmine","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0"
"97","Totale","0","0","0","1","0","0","0","1","0","1","0","0","0","1","1","0","0","1"
"98","Maschi","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"98","Femmine","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"98","Totale","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0"
"99","Maschi","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"99","Femmine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"99","Totale","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"100 e oltre","Maschi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Femmine","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"100 e oltre","Totale","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
